   8.1788092e+00   1.4110671e+00
  -4.1327873e-01  -3.8003662e+00
   2.3086827e-01  -4.5691176e+00
   3.4033102e-02  -5.3580139e+00
   3.6821624e-02  -5.2214465e+00
   7.7050512e-02  -5.1521719e+00
   6.7844883e-01  -5.6954566e+00
   9.3850913e-01  -5.2266607e+00
   1.2889871e+00  -6.2250012e+00
   7.7476265e-01  -6.0810590e+00
   1.5128962e+00  -5.9668911e+00
   1.5225790e+00  -6.4849936e+00
   1.3263480e+00  -5.8793121e+00
   2.2396579e+00  -6.1008443e+00
   2.0336832e+00  -6.1742401e+00
   2.0228347e+00  -5.9143176e+00
   2.6601189e+00  -5.9211410e+00
   2.5074138e+00  -6.0217711e+00
   2.4342457e+00  -6.5194669e+00
   2.9504974e+00  -6.4076925e+00
   2.7698235e+00  -6.1265720e+00
   2.9153871e+00  -6.7842383e+00
   3.1639655e+00  -6.7963576e+00
   2.9716899e+00  -6.6451163e+00
   2.9626906e+00  -6.3962627e+00
   3.4195235e+00  -5.9512489e+00
   3.8231871e+00  -6.2137913e+00
   3.4771768e+00  -6.6100401e+00
   3.2957151e+00  -6.6256429e+00
   3.7382458e+00  -6.0595427e+00
   3.7044844e+00  -5.9886526e+00
   3.9142869e+00  -6.2491239e+00
   4.4536636e+00  -6.6190297e+00
   4.1300287e+00  -6.7695342e+00
   4.2214759e+00  -6.0016444e+00
   4.2954489e+00  -6.2348814e+00
   4.1778554e+00  -5.8490913e+00
   4.3992302e+00  -6.7118711e+00
   4.3262151e+00  -6.1620587e+00
   4.7680973e+00  -6.4334919e+00
   4.6940828e+00  -5.8609678e+00
   4.8315554e+00  -6.4659136e+00
   5.0549584e+00  -6.1807700e+00
   4.8443073e+00  -6.1945885e+00
   5.3141669e+00  -5.7243260e+00
   5.6186072e+00  -5.8351289e+00
   5.2477734e+00  -6.2637970e+00
   5.8802701e+00  -6.1108953e+00
   5.2593896e+00  -6.2511890e+00
   5.6681834e+00  -5.6677371e+00
   5.3657941e+00  -5.7208089e+00
   5.6701769e+00  -6.0728329e+00
   5.5369006e+00  -6.0441442e+00
   5.8098797e+00  -5.6631203e+00
   5.8473841e+00  -5.1768976e+00
   6.0560760e+00  -5.4768250e+00
   6.0450921e+00  -5.9384601e+00
   6.0900490e+00  -5.8581371e+00
   6.6304856e+00  -5.0458368e+00
   7.0118579e+00  -5.3366251e+00
   7.1282798e+00  -5.3406538e+00
   6.4871845e+00  -4.8672563e+00
   6.8247714e+00  -5.2244131e+00
   6.7931111e+00  -4.9862501e+00
   7.0148800e+00  -4.7350433e+00
   6.8287726e+00  -4.5014235e+00
   6.7040572e+00  -4.9685104e+00
   7.1426271e+00  -4.5694820e+00
   6.9496530e+00  -4.1650639e+00
   6.8702071e+00  -4.9822326e+00
   7.8658783e+00  -4.3873808e+00
   7.4075965e+00  -4.4745135e+00
   8.0031586e+00  -4.4911636e+00
   7.8673145e+00  -4.4460660e+00
   7.1741487e+00  -3.8583337e+00
   7.9073386e+00  -3.5266840e+00
   7.9923508e+00  -4.2376286e+00
   7.9890288e+00  -3.5427547e+00
   7.9522098e+00  -4.0251020e+00
   7.6724087e+00  -3.1226410e+00
   8.2792662e+00  -3.2038384e+00
   7.7857283e+00  -3.4698733e+00
   7.9774647e+00  -3.0499361e+00
   8.5443288e+00  -3.1615464e+00
   8.5544769e+00  -2.7283097e+00
   8.1429335e+00  -3.0542911e+00
   8.0984191e+00  -3.2066566e+00
   8.4262354e+00  -2.5533085e+00
   8.7619952e+00  -2.0934122e+00
   8.7919982e+00  -2.6636341e+00
   8.5018944e+00  -2.2726322e+00
   8.2663714e+00  -1.7964403e+00
   8.8057636e+00  -2.3391155e+00
   8.4087979e+00  -1.2556750e+00
   8.8782555e+00  -1.2513267e+00
   8.0071794e+00  -1.2562794e+00
   8.4972265e+00  -1.4154571e+00
   8.6601973e+00  -8.6485118e-01
   8.0853018e+00  -5.7965440e-01
   8.1793329e+00   2.0634301e-01
   7.9187129e+00   4.6055168e-01
   7.6520272e+00   1.4624039e+00
